x y phi
0.07 1.17 9.003419430155118
0.07 1.2 9.103394243581484
0.07 1.23 9.194385105955543
0.07 1.26 9.276302220281588
0.07 1.29 9.349064744257756
0.07 1.3199999999999998 9.412600870057606
0.07 1.3499999999999999 9.466847895195784
0.07 1.38 9.511735870228215
0.07 1.41 9.545660102428851
0.07 1.44 9.512321027496709
0.07 1.47 8.482882766585973
0.07 1.5 0.21814324139654256
0.08 0.0 0.0
0.08 0.03 0.29085670325108376
0.08 0.06 0.6391411223639041
0.08 0.09 1.0015688063012143
0.08 0.12 1.3659951682005016
0.08 0.15 1.7295894909150937
0.08 0.18 2.0915564032528473
0.08 0.21 2.451470406725262
0.08 0.24 2.808966575619466
0.08 0.27 3.16369081559776
0.08 0.3 3.51529289610985
0.08 0.32999999999999996 3.8634258093527714
0.08 0.36 4.207745988020706
0.08 0.39 4.547913629433264
0.08 0.42 4.883593029172633
0.08 0.44999999999999996 5.21445291219582
0.08 0.48 5.540166759743224
0.08 0.51 5.860413131571205
0.08 0.54 6.174875983174576
0.08 0.57 6.483244977684365
0.08 0.6 6.785215792132831
0.08 0.63 7.080490417783494
0.08 0.6599999999999999 7.36877745422977
0.08 0.69 7.649792396972007
0.08 0.72 7.92325791818906
0.08 0.75 8.188904140427383
0.08 0.78 8.446468902937482
0.08 0.8099999999999999 8.695698020394929
0.08 0.84 8.936345533750591
0.08 0.87 9.168173952962512
0.08 0.8999999999999999 9.390954491369918
0.08 0.9299999999999999 9.604467291478013
0.08 0.96 9.80850164193081
0.08 0.99 10.002856185457777
0.08 1.02 10.187339117589156
0.08 1.05 10.361768375943836
0.08 1.08 10.52597181990291
0.08 1.1099999999999999 10.679787400491726
0.08 1.14 10.823063320302609
0.08 1.17 10.955658183300624
0.08 1.2 11.077441134364364
0.08 1.23 11.188291988424165
0.08 1.26 11.28810134907025
0.08 1.29 11.376770716513795
0.08 1.3199999999999998 11.454212584794313
0.08 1.3499999999999999 11.520350528137486
0.08 1.38 11.575097684106424
0.08 1.41 11.616398256122087
0.08 1.44 11.573595279905389
0.08 1.47 10.303199149227021
0.08 1.5 0.2486898871648548
0.09 0.0 0.0
0.09 0.03 0.34183242790009605
0.09 0.06 0.7531396345291326
0.09 0.09 1.181972579473958
0.09 0.12 1.6134213227885255
0.09 0.15 2.0439476394996903
0.09 0.18 2.472562678649683
0.09 0.21 2.898752913535989
0.09 0.24 3.3220844935396308
0.09 0.27 3.7421378394882634
0.09 0.3 4.158498178871613
0.09 0.32999999999999996 4.570754586280178
0.09 0.36 4.978500211154278
0.09 0.39 5.3813326574255465
0.09 0.42 5.77885437806469
0.09 0.44999999999999996 6.1706730671226975
0.09 0.48 6.556402046857887
0.09 0.51 6.935660649336846
0.09 0.54 7.308074592107367
0.09 0.57 7.673276347570017
0.09 0.6 8.030905505683492
0.09 0.63 8.380609129645833
0.09 0.6599999999999999 8.722042104200415
0.09 0.69 9.054867476223055
0.09 0.72 9.378756787254062
0.09 0.75 9.693390397647079
0.09 0.78 9.998457802014824
0.09 0.8099999999999999 10.293657935660416
0.09 0.84 10.578699471691898
0.09 0.87 10.853301108526685
0.09 0.8999999999999999 11.117191847502278
0.09 0.9299999999999999 11.370111260319222
0.09 0.96 11.611809746052401
0.09 0.99 11.842048777477007
0.09 1.02 12.060601136466117
0.09 1.05 12.267251138227557
0.09 1.08 12.461794844158742
0.09 1.1099999999999999 12.64404026310947
0.09 1.14 12.81380754085399
0.09 1.17 12.970929137585419
0.09 1.2 13.1152499932573
0.09 1.23 13.246627680609166
0.09 1.26 13.364932545725003
0.09 1.29 13.470047835986072
0.09 1.3199999999999998 13.561869815291606
0.09 1.3499999999999999 13.640307866433837
0.09 1.38 13.70525741973763
0.09 1.41 13.754184755610966
0.09 1.44 13.701398753120179
0.09 1.47 12.18086571754375
0.09 1.5 0.2789911060392293
0.1 0.0 0.0
0.1 0.03 0.3934585450085977
0.1 0.06 0.8688600270267429
0.1 0.09 1.365359126969069
0.1 0.12 1.8651503885502845
0.1 0.15 2.3639407204889538
0.1 0.18 2.860533885014788
0.1 0.21 3.354324157554427
0.1 0.24 3.844806892987497
0.1 0.27 4.331495629519719
0.1 0.3 4.813909747547648
0.1 0.32999999999999996 5.291573123148479
0.1 0.36 5.764014355541311
0.1 0.39 6.230767201729866
0.1 0.42 6.691371032947092
0.1 0.44999999999999996 7.145371288814562
0.1 0.48 7.592319925891176
0.1 0.51 8.031775859832837
0.1 0.54 8.463305400688895
0.1 0.57 8.886482680901716
0.1 0.6 9.30089007558654
0.1 0.63 9.706118614676832
0.1 0.6599999999999999 10.101768386528338
0.1 0.69 10.48744893258362
0.1 0.72 10.862779632707493
0.1 0.75 11.227390080813162
0.1 0.78 11.580920450408303
0.1 0.8099999999999999 11.923021849700355
0.1 0.84 12.25335666591063
0.1 0.87 12.57159889845733
0.1 0.8999999999999999 12.87743448067878
0.1 0.9299999999999999 13.170561589779304
0.1 0.96 13.450690944691889
0.1 0.99 13.717546091563662
0.1 1.02 13.970863676582471
0.1 1.05 14.210393705875305
0.1 1.08 14.435899792222063
0.1 1.1099999999999999 14.647159388341201
0.1 1.14 14.843964006517032
0.1 1.17 15.026119424351922
0.1 1.2 15.193445876440357
0.1 1.23 15.345778231775702
0.1 1.26 15.482966156714536
0.1 1.29 15.604874263337855
0.1 1.3199999999999998 15.711382243062559
0.1 1.3499999999999999 15.802384985371528
0.1 1.38 15.877759677961146
0.1 1.41 15.934476409614804
0.1 1.44 15.871363512951723
0.1 1.47 14.094809542161027
0.1 1.5 0.3090169943749474
0.11 0.0 0.0
0.11 0.03 0.44535492508911967
0.11 0.06 0.9853929218696333
0.11 0.09 1.5502369592509448
0.11 0.12 2.119096242513612
0.11 0.15 2.686887197842184
0.11 0.18 3.2521952582042943
0.11 0.21 3.8143193192551657
0.11 0.24 4.372682707954108
0.11 0.27 4.926731265821688
0.11 0.3 5.47591779539863
0.11 0.32999999999999996 6.019700262582203
0.11 0.36 6.5575420132323545
0.11 0.39 7.0889122617139515
0.11 0.42 7.6132866096585845
0.11 0.44999999999999996 8.130147562883847
0.11 0.48 8.638985042029269
0.11 0.51 9.139296885935526
0.11 0.54 9.630589347216048
0.11 0.57 10.112377579526012
0.11 0.6 10.584186116047121
0.11 0.63 11.045549338715972
0.11 0.6599999999999999 11.496011937732842
0.11 0.69 11.935129360897509
0.11 0.72 12.362468252328604
0.11 0.75 12.777606880133526
0.11 0.78 13.18013555260693
0.11 0.8099999999999999 13.569657022546963
0.11 0.84 13.945786879290285
0.11 0.87 14.308153928079006
0.11 0.8999999999999999 14.656400556385071
0.11 0.9299999999999999 14.990183086830664
0.11 0.96 15.309172116356294
0.11 0.99 15.613052841301828
0.11 1.02 15.901525368079714
0.11 1.05 16.17430500913372
0.11 1.08 16.43112256389123
0.11 1.1099999999999999 16.671724584431637
0.11 1.14 16.895873625608917
0.11 1.17 17.103348479381268
0.11 1.2 17.293944393116746
0.11 1.23 17.467473271659436
0.11 1.26 17.6237638629566
0.11 1.29 17.762661927063824
0.11 1.3199999999999998 17.884030388361197
0.11 1.3499999999999999 17.987749470830416
0.11 1.38 18.07367778903575
0.11 1.41 18.138277687851623
0.11 1.44 18.064628421118908
0.11 1.47 16.02869588404989
0.11 1.5 0.33873792024529137
0.12 0.0 0.0
0.12 0.03 0.49724288607070843
0.12 0.06 1.1020638399803036
0.12 0.09 1.7354914450964787
0.12 0.12 2.3736925860453297
0.12 0.15 3.010767862464431
0.12 0.18 3.6450761662363815
0.12 0.21 4.2758187062382165
0.12 0.24 4.902346057850596
0.12 0.27 5.524036000556311
0.12 0.3 6.140274466104212
0.12 0.32999999999999996 6.750453231914654
0.12 0.36 7.353970116549787
0.12 0.39 7.950229520670564
0.12 0.42 8.53864300811238
0.12 0.44999999999999996 9.118629885789698
0.12 0.48 9.68961777667544
0.12 0.51 10.251043184657355
0.12 0.54 10.802352050639456
0.12 0.57 11.343000299331344
0.12 0.6 11.872454376184812
0.12 0.63 12.390191773947778
0.12 0.6599999999999999 12.895701548315836
0.12 0.69 13.388484822172625
0.12 0.72 13.868055277921286
0.12 0.75 14.333939637421246
0.12 0.78 14.785678129056574
0.12 0.8099999999999999 15.222824941475077
0.12 0.84 15.644948663550272
0.12 0.87 16.05163271013209
0.12 0.8999999999999999 16.442475733166106
0.12 0.9299999999999999 16.81709201777564
0.12 0.96 17.175111862915752
0.12 0.99 17.516181946223554
0.12 1.02 17.839965672704707
0.12 1.05 18.14614350691206
0.12 1.08 18.434413288288543
0.12 1.1099999999999999 18.70449052936317
0.12 1.14 18.95610869650583
0.12 1.17 19.189019472963775
0.12 1.2 19.4029930039203
0.12 1.23 19.597818123333695
0.12 1.26 19.77330256233261
0.12 1.29 19.92927313896225
0.12 1.3199999999999998 20.065575929094045
0.12 1.3499999999999999 20.182076418330162
0.12 1.38 20.27861447504607
0.12 1.41 20.351138246581165
0.12 1.44 20.266843103856406
0.12 1.47 17.970072011550943
0.12 1.5 0.3681245526846779
0.13 0.0 0.0
0.13 0.03 0.548917803445206
0.13 0.06 1.2183736341402445
0.13 0.09 1.9202929926082513
0.13 0.12 2.6277693522047625
0.13 0.15 3.3340707550219038
0.13 0.18 4.037323743785071
0.13 0.21 4.736630291590105
0.13 0.24 5.431267905586453
0.13 0.27 6.1205462809410385
0.13 0.3 6.803784517057646
0.13 0.32999999999999996 7.480308252032234
0.13 0.36 8.149449827419694
0.13 0.39 8.810548879904534
0.13 0.42 9.462952984376114
0.13 0.44999999999999996 10.106018296730578
0.13 0.48 10.739110189140792
0.13 0.51 11.361603876342835
0.13 0.54 11.972885032221992
0.13 0.57 12.57235039607827
0.13 0.6 13.159408367971881
0.13 0.63 13.73347959256093
0.13 0.6599999999999999 14.2939975308552
0.13 0.69 14.840409019321761
0.13 0.72 15.37217481579054
0.13 0.75 15.888770131621287
0.13 0.78 16.389685149606592
0.13 0.8099999999999999 16.874425527099906
0.13 0.84 17.342512883872054
0.13 0.87 17.793485274214774
0.13 0.8999999999999999 18.226897642825357
0.13 0.9299999999999999 18.64232226402249
0.13 0.96 19.039349163859875
0.13 0.99 19.41758652472101
0.13 1.02 19.776661071995882
0.13 1.05 20.11621844245792
0.13 1.08 20.435923533977732
0.13 1.1099999999999999 20.73546083622846
0.13 1.14 21.01453474205635
0.13 1.17 21.272869839209363
0.13 1.2 21.510211182135777
0.13 1.23 21.726324543584692
0.13 1.26 21.920996645760034
0.13 1.29 22.094035370800007
0.13 1.3199999999999998 22.245269950374222
0.13 1.3499999999999999 22.37455113421141
0.13 1.38 22.481699990270904
0.13 1.41 22.56214780294127
0.13 1.44 22.467170306754436
0.13 1.47 19.90951198590148
0.13 1.5 0.3971478906347806
0.14 0.0 0.0
0.14 0.03 0.600227323238931
0.14 0.06 1.3339494612941636
0.14 0.09 2.1040199041861842
0.14 0.12 2.8804475965880894
0.14 0.15 3.655658288336888
0.14 0.18 4.427542407928837
0.14 0.21 5.195101788312606
0.14 0.24 5.957540877360916
0.14 0.27 6.714101526932652
0.14 0.3 7.464036294005844
0.14 0.32999999999999996 8.206604974467501
0.14 0.36 8.941074728602816
0.14 0.39 9.666720721687955
0.14 0.42 10.382826828525747
0.14 0.44999999999999996 11.088686338820786
0.14 0.48 11.783602654453073
0.14 0.51 12.466889976917042
0.14 0.54 13.137873984119668
0.14 0.57 13.795892495854712
0.14 0.6 14.440296127294639
0.14 0.63 15.070448929855003
0.14 0.6599999999999999 15.685729018798945
0.14 0.69 16.285529186962357
0.14 0.72 16.869257503993996
0.14 0.75 17.43633790051933
0.14 0.78 17.98621073665144
0.14 0.8099999999999999 18.518333354288018
0.14 0.84 19.03218061264939
0.14 0.87 19.52724540652909
0.14 0.8999999999999999 20.003039166745452
0.14 0.9299999999999999 20.459092342300426
0.14 0.96 20.8949548637697
0.14 0.99 21.310196587466905
0.14 1.02 21.704407719943493
0.14 1.05 22.0771992224054
0.14 1.08 22.428203194647352
0.14 1.1099999999999999 22.757073238125976
0.14 1.14 23.063484797813317
0.14 1.17 23.347135482493478
0.14 1.2 23.607745363186247
0.14 1.23 23.845057249403197
0.14 1.26 24.058836942963627
0.14 1.29 24.248873469119932
0.14 1.3199999999999998 24.414979284764197
0.14 1.3499999999999999 24.556990463510573
0.14 1.38 24.674709307714608
0.14 1.41 24.76305036002216
0.14 1.44 24.657407046699067
0.14 1.47 21.839863246879908
0.14 1.5 0.4257792915650727
0.15 0.0 0.0
0.15 0.03 0.6510550319227009
0.15 0.06 1.4485069822293914
0.15 0.09 2.286197876870011
0.15 0.12 3.131056237483348
0.15 0.15 3.974661342349195
0.15 0.18 4.814665431013376
0.15 0.21 5.649969832007857
0.15 0.24 6.4797062050690855
0.15 0.27 7.303049004315677
0.15 0.3 8.119184727410305
0.15 0.32999999999999996 8.927307815191531
0.15 0.36 9.726620730453234
0.15 0.39 10.51633464566585
0.15 0.42 11.295670208271419
0.15 0.44999999999999996 12.06385830812833
0.15 0.48 12.820140836322839
0.15 0.51 13.563771433306309
0.15 0.54 14.294016225459083
0.15 0.57 15.010154549334821
0.15 0.6 15.711479662868287
0.15 0.63 16.397299442844428
0.15 0.6599999999999999 17.066937067940433
0.15 0.69 17.71973168666667
0.15 0.72 18.355039069547296
0.15 0.75 18.972232244897
0.15 0.78 19.57070211756635
0.15 0.8099999999999999 20.14985807004516
0.15 0.84 20.709128545330685
0.15 0.87 21.247961610985357
0.15 0.8999999999999999 21.765825503827475
0.15 0.9299999999999999 22.262209154717283
0.15 0.96 22.736622692920463
0.15 0.99 23.188597929551452
0.15 1.02 23.61768881961933
0.15 1.05 24.02347190222038
0.15 1.08 24.405546718442842
0.15 1.1099999999999999 24.76353620657157
0.15 1.14 25.097087074202364
0.15 1.17 25.405870146898963
0.15 1.2 25.689580693048445
0.15 1.23 25.94793872459456
0.15 1.26 26.1806892733521
0.15 1.29 26.387602642629762
0.15 1.3199999999999998 26.56847463391303
0.15 1.3499999999999999 26.723126748383443
0.15 1.38 26.851342624565625
0.15 1.41 26.947522237715607
0.15 1.44 26.831268362004295
0.15 1.47 23.75563182923612
0.15 1.5 0.45399049973954675
0.16 0.0 0.0
0.16 0.03 0.7013087426419098
0.16 0.06 1.5618225652433
0.16 0.09 2.466454837319303
0.16 0.12 3.3790693418344935
0.16 0.15 4.290399054878625
0.16 0.18 5.197857323866758
0.16 0.21 6.100245056252047
0.16 0.24 6.99662160807311
0.16 0.27 7.886094643411084
0.16 0.3 8.767785235341421
0.16 0.32999999999999996 9.640823105614741
